NO,FOOD_NAME,FOOD_TYPE,AMOUNT_PER_SERVINGS,UNIT,KCAL,PROTEIN,FAT,CARBOHYDRATE
394,와규 앤 비스테카(오리지널 M),피자류,130,g,305,14,0,0
395,와규 앤 비스테카(나폴리L),피자류,154,g,377,16,0,0
396,와규 앤 비스테카(나폴리M),피자류,107,g,247,16,0,0
397,와규 앤 비스테카(씬 L),피자류,130,g,306,18,0,0
398,와규 앤 비스테카(씬 M),피자류,179,g,477,23,0,0
399,와규 앤 비스테카(슈퍼시드 함유 도우L),피자류,104,g,262,12,0,0
400,와규 앤 비스테카(슈퍼시드 함유 도우M),피자류,131,g,306,13,0,0
401,와규 앤 비스테카 더블치즈엣지(오리지널 L),피자류,156,g,354,16,0,0
402,와규 앤 비스테카 더블치즈엣지(오리지널 M),피자류,163,g,388,19,0,0
403,우리 고구마(오리지널 L),피자류,198,g,484,25,0,0
404,우리 고구마(오리지널 M),피자류,128,g,321,13,0,0
405,우리 고구마(나폴리L),피자류,157,g,372,15,0,0
406,우리 고구마(나폴리M),피자류,107,g,273,11,0,0
407,우리 고구마(씬 L),피자류,134,g,311,12,0,0
408,우리 고구마(씬 M),피자류,175,g,482,19,0,0
409,우리 고구마(슈퍼시드 함유 도우L),피자류,109,g,277,10,0,0
410,우리 고구마(슈퍼시드 함유 도우M),피자류,130,g,338,13,0,0
411,우리 고구마 더블치즈엣지(오리지널 L),피자류,166,g,399,15,0,0
412,우리 고구마 더블치즈엣지(오리지널 M),피자류,156,g,399,18,0,0
413,직화 스테이크(오리지널 L),피자류,193,g,482,22,0,0
414,직화 스테이크(오리지널 M),피자류,126,g,304,14,0,0
415,직화 스테이크(나폴리L),피자류,160,g,370,20,0,0
416,직화 스테이크(나폴리M),피자류,100,g,240,12,0,0
417,직화 스테이크(씬 L),피자류,134,g,314,16,0,0
418,직화 스테이크(씬 M),피자류,162,g,444,20,0,0
419,직화 스테이크(슈퍼시드 함유 도우L),피자류,110,g,308,14,0,0
420,직화 스테이크(슈퍼시드 함유 도우M),피자류,124,g,308,14,0,0
421,직화 스테이크 더블치즈엣지(오리지널 M),피자류,162,g,406,18,0,0
422,직화 스테이크 더블치즈엣지(오리지널 L),피자류,194,g,480,24,0,0
423,치즈(오리지널 L),피자류,151,g,364,20,0,0
424,치즈(오리지널 M),피자류,191,g,466,24,0,0
425,치즈(나폴리L),피자류,112,g,285,15,0,0
426,치즈(나폴리M),피자류,136,g,352,19,0,0
427,치즈(씬 L),피자류,116,g,305,18,0,0
428,치즈(씬 M),피자류,110,g,314,17,0,0
429,치즈(슈퍼시드 함유 도우L),피자류,124,g,374,20,0,0
430,치즈(슈퍼시드 함유 도우M),피자류,191,g,491,24,0,0
431,치즈 더블치즈엣지(오리지널 L),피자류,112,g,292,14,0,0
432,치즈가든(오리지널 L),피자류,243,g,601,29,0,0
433,치즈가든(오리지널 M),피자류,109,g,250,10,0,0
434,치즈가든(나폴리L),피자류,132,g,287,14,0,0
435,치즈가든(나폴리M),피자류,171,g,363,16,0,0
436,치즈가든(씬 L),피자류,100,g,209,9,0,0
437,치즈가든(씬 M),피자류,137,g,303,12,0,0
438,치즈가든(슈퍼시드 함유 도우L),피자류,114,g,249,10,0,0
439,치즈가든(슈퍼시드 함유 도우M),피자류,109,g,245,11,0,0
440,치즈가든 더블치즈엣지(오리지널 L),피자류,129,g,296,11,0,0
441,치즈가든 더블치즈엣지(오리지널 M),피자류,138,g,316,15,0,0
442,치즈피자 더블치즈엣지(오리지널 M),피자류,168,g,380,19,0,0
443,페퍼로니(오리지널 L),피자류,145,g,397,20,0,0
444,페퍼로니(오리지널 M),피자류,102,g,271,14,0,0
445,페퍼로니(나폴리L),피자류,118,g,327,16,0,0
446,페퍼로니(나폴리M),피자류,148,g,426,24,0,0
447,페퍼로니(씬 L),피자류,127,g,384,20,0,0
448,페퍼로니(씬 M),피자류,131,g,386,22,0,0
449,페퍼로니(슈퍼시드 함유 도우L),피자류,109,g,336,18,0,0
450,페퍼로니(슈퍼시드 함유 도우M),피자류,105,g,283,14,0,0
451,페퍼로니 더블치즈엣지(오리지널 L),피자류,124,g,341,16,0,0
452,페퍼로니 더블치즈엣지(오리지널 M),피자류,124,g,341,16,0,0
453,포테이토(오리지널 L),피자류,147,g,403,20,0,0
454,포테이토(오리지널 M),피자류,139,g,322,15,0,0
455,포테이토(나폴리L),피자류,149,g,352,16,0,0
456,포테이토(나폴리M),피자류,115,g,260,15,0,0
457,포테이토(씬 L),피자류,122,g,292,16,0,0
458,포테이토(씬 M),피자류,103,g,224,12,0,0
459,포테이토(슈퍼시드 함유 도우L),피자류,109,g,243,12,0,0
460,포테이토(슈퍼시드 함유 도우M),피자류,139,g,317,15,0,0
461,포테이토 더블치즈엣지(오리지널 L),피자류,150,g,350,16,0,0
462,포테이토 더블치즈엣지(오리지널 M),피자류,154,g,362,18,0,0
463,핫치킨(오리지널 L),피자류,174,g,422,21,0,0
464,핫치킨(오리지널 M),피자류,119,g,287,13,0,0
465,핫치킨(나폴리L),피자류,144,g,346,15,0,0
466,핫치킨(나폴리M),피자류,188,g,466,22,0,0
467,핫치킨(씬 L),피자류,114,g,274,14,0,0
468,핫치킨(씬 M),피자류,152,g,410,20,0,0
469,핫치킨(슈퍼시드 함유 도우L),피자류,132,g,323,15,0,0
470,핫치킨(슈퍼시드 함유 도우M),피자류,119,g,297,13,0,0
471,핫치킨 더블치즈엣지(오리지널 L),피자류,146,g,361,16,0,0
472,핫치킨 더블치즈엣지(오리지널 M),피자류,143,g,356,18,0,0
473,먹물 오징어링,어패류튀김,182,g,441,22,0,0
474,슈퍼곡물 치킨(10조각),치킨류,105,g,650,17,0,0
475,옥수수 버터구이(6개),채소류구이,178,g,481,36,0,0
476,치킨퐁듀 그라탕,치킨류,176,g,370,36,0,0
477,퀴노아 치킨 샐러드,치킨류,358,g,827,32,0,0
478,트러플 리조또,리조또.그라탕류,137,g,121,8,0,0
479,포테이토 순살치킨(3조각),치킨류,285,g,650,17,0,0
480,프레시 코울슬로,샐러드,305,g,729,42,0,0
481,프레시 콘샐러드,샐러드,100,g,133,1,0,0
482,프렌치 라따뚜이,기타,100,g,135,2,0,0
483,하프&하프 스파게티 (NEW 치즈 & 화이트 크림),스파게티류,329,g,382,20,0,0
484,화이트 크림 스파게티,스파게티류,395,g,705,28,0,0
485,NEW 치즈 볼로네즈 스파게티,스파게티류,392,g,851,29,0,0
486,티본스테이크&쉬림프(클래식)M,피자류,188,g,433,22,0,0
487,티본스테이크&쉬림프(클래식)L,피자류,101,g,226,11,0,0
488,티본스테이크&쉬림프(크런치)M,피자류,123,g,292,13,0,0
489,티본스테이크&쉬림프(크런치)L,피자류,121,g,292,13,0,0
490,티본스테이크&쉬림프(리치골드)M,피자류,118,g,286,14,0,0
491,티본스테이크&쉬림프(리치골드)L,피자류,113,g,274,13,0,0
492,티본스테이크&쉬림프(치즈크러스트)M,피자류,106,g,260,14,0,0
493,티본스테이크&쉬림프(치즈크러스트)L,피자류,105,g,254,13,0,0
494,더블치즈 티본스테이크(클래식)M,피자류,196,g,466,23,0,0
495,더블치즈 티본스테이크(클래식)L,피자류,199,g,471,22,0,0
496,더블치즈 티본스테이크(크런치)M,피자류,117,g,284,13,0,0
497,더블치즈 티본스테이크(크런치)L,피자류,118,g,285,13,0,0
498,더블치즈 티본스테이크(리치골드)M,피자류,115,g,282,14,0,0
499,더블치즈 티본스테이크(리치골드)L,피자류,110,g,267,13,0,0
500,더블치즈 티본스테이크(치즈크러스트)M,피자류,103,g,257,14,0,0
501,더블치즈 티본스테이크(치즈크러스트)L,피자류,101,g,248,13,0,0
502,쉬림프올인(클래식)M,피자류,192,g,392,23,0,0
503,쉬림프올인(클래식)L,피자류,100,g,207,12,0,0
504,쉬림프올인(크런치)M,피자류,117,g,274,12,0,0
505,쉬림프올인(크런치)L,피자류,124,g,290,13,0,0
506,쉬림프올인(리치골드)M,피자류,116,g,274,14,0,0
507,쉬림프올인(리치골드)L,피자류,116,g,270,13,0,0
508,쉬림프올인(치즈크러스트)M,피자류,104,g,247,13,0,0
509,쉬림프올인(치즈크러스트)L,피자류,107,g,249,13,0,0
510,갈릭버터쉬림프(클래식)M,피자류,187,g,440,21,0,0
511,갈릭버터쉬림프(클래식)L,피자류,101,g,233,11,0,0
512,갈릭버터쉬림프(크런치)M,피자류,120,g,294,13,0,0
513,갈릭버터쉬림프(크런치)L,피자류,127,g,312,14,0,0
514,갈릭버터쉬림프(리치골드)M,피자류,119,g,294,15,0,0
515,갈릭버터쉬림프(리치골드)L,피자류,118,g,293,15,0,0
516,갈릭버터쉬림프(치즈크러스트)M,피자류,107,g,266,14,0,0
517,갈릭버터쉬림프(치즈크러스트)L,피자류,110,g,271,14,0,0
518,토핑킹(크런치)M,피자류,118,g,297,13,0,0
519,토핑킹(크런치)L,피자류,123,g,310,14,0,0
520,토핑킹(리치골드)M,피자류,117,g,297,16,0,0
521,토핑킹(리치골드)L,피자류,114,g,291,15,0,0
522,토핑킹(치즈크러스트)M,피자류,105,g,270,14,0,0
523,토핑킹(치즈크러스트)L,피자류,106,g,269,14,0,0
524,치즈킹(크런치)M,피자류,123,g,322,15,0,0
525,치즈킹(크런치)L,피자류,126,g,331,15,0,0
526,치즈킹(리치골드)M,피자류,122,g,322,17,0,0
527,치즈킹(리치골드)L,피자류,117,g,311,17,0,0
528,치즈킹(치즈크러스트)M,피자류,110,g,295,16,0,0
529,치즈킹(치즈크러스트)L,피자류,109,g,290,16,0,0
530,큐브스테이크(크런치)M,피자류,121,g,304,12,0,0
531,큐브스테이크(크런치)L,피자류,129,g,321,13,0,0
532,큐브스테이크(리치골드)M,피자류,120,g,304,15,0,0
533,큐브스테이크(리치골드)L,피자류,121,g,301,14,0,0
534,큐브스테이크(치즈크러스트)M,피자류,108,g,276,14,0,0
535,큐브스테이크(치즈크러스트)L,피자류,113,g,280,13,0,0
536,갈릭마블 스테이크(크런치)M,피자류,118,g,284,12,0,0
537,갈릭마블 스테이크(크런치)L,피자류,124,g,300,13,0,0
538,갈릭마블 스테이크(리치골드)M,피자류,117,g,284,13,0,0
539,갈릭마블 스테이크(리치골드)L,피자류,116,g,300,14,0,0
540,갈릭마블 스테이크(치즈크러스트)M,피자류,105,g,257,13,0,0
541,갈릭마블 스테이크(치즈크러스트)L,피자류,107,g,259,13,0,0
542,쉬림프&스테이크 올인(크런치)M,피자류,117,g,278,12,0,0
543,쉬림프&스테이크 올인(크런치)L,피자류,123,g,294,13,0,0
544,쉬림프&스테이크 올인(리치골드)M,피자류,119,g,292,14,0,0
545,쉬림프&스테이크 올인(리치골드)L,피자류,119,g,290,14,0,0
546,쉬림프&스테이크 올인(치즈크러스트)M,피자류,104,g,250,13,0,0
547,쉬림프&스테이크 올인(치즈크러스트)L,피자류,106,g,253,13,0,0
548,직화불고기(크런치)M,피자류,108,g,296,13,0,0
549,직화불고기(크런치)L,피자류,113,g,308,13,0,0
550,직화불고기(리치골드)M,피자류,107,g,296,15,0,0
551,직화불고기(리치골드)L,피자류,104,g,289,14,0,0
552,직화불고기(치즈크러스트)M,피자류,191,g,536,28,0,0
553,직화불고기(치즈크러스트)L,피자류,192,g,535,26,0,0
554,수퍼슈프림(크런치)M,피자류,115,g,285,12,0,0
555,수퍼슈프림(크런치)L,피자류,126,g,309,13,0,0
556,수퍼슈프림(리치골드)M,피자류,113,g,283,14,0,0
557,수퍼슈프림(리치골드)L,피자류,117,g,289,15,0,0
558,수퍼슈프림(치즈크러스트)M,피자류,102,g,256,13,0,0
559,수퍼슈프림(치즈크러스트)L,피자류,108,g,267,14,0,0
560,베이컨포테이토(크런치)M,피자류,121,g,313,12,0,0
561,베이컨포테이토(크런치)L,피자류,131,g,333,13,0,0
562,베이컨포테이토(리치골드)M,피자류,119,g,311,14,0,0
563,베이컨포테이토(리치골드)L,피자류,122,g,313,14,0,0
564,베이컨포테이토(치즈크러스트)M,피자류,107,g,284,13,0,0
565,베이컨포테이토(치즈크러스트)L,피자류,113,g,291,13,0,0
566,직화불고기L,피자류,168,g,445,21,0,0
567,페페로니M,피자류,128,g,339,15,0,0
568,페페로니L,피자류,152,g,404,18,0,0
569,수퍼슈프림L,피자류,194,g,445,22,0,0
570,치즈M,피자류,133,g,346,17,0,0
571,치즈L,피자류,158,g,411,20,0,0
572,콘샐러드,샐러드,100,g,100,2,0,0
573,코울슬로,샐러드,100,g,87,1,0,0
574,크림치킨파스타,스파게티류,351,g,633,24,0,0
575,상하이쉬림프파스타,스파게티류,321,g,498,22,0,0
576,팝콘치킨,치킨류,134,g,416,21,0,0
577,치즈볼,기타 튀김류,130,g,413,21,0,0
578,오리지날 윙 4조각,치킨류,126,g,270,27,0,0
579,오리지날 윙 8조각,치킨류,252,g,540,54,0,0
580,스파이시윙 4조각,치킨류,166,g,373,28,0,0
581,스파이시윙 8조각,치킨류,292,g,643,55,0,0
582,치킨텐더 4조각,치킨류,150,g,283,20,0,0
583,치킨텐더 8조각,치킨류,300,g,567,39,0,0
584,리치치즈파스타,스파게티류,366,g,690,24,0,0
585,그뤼에르 퐁듀소스,기타,60,g,106,3,0,0
586,치즈크러스트 디핑소스,기타,11,g,60,0,0,0
587,핫소스,기타,2,g,1,0,0,0
588,바른생피클 L,장아찌.절임류,120,g,50,0,0,0
589,바른생피클 M,장아찌.절임류,70,g,55,0,0,0
590,갓치킨L(바삭한 크런치),피자류,136,g,410,17,0,0
591,갓치킨L(쫄깃한 클래식),피자류,145,g,381,20,0,0
592,순삭포테이토L(바삭한 크런치),피자류,154,g,496,15,0,0
593,순삭포테이토L(쫄깃한 클래식),피자류,125,g,353,17,0,0
594,케미콤보(쫄깃한 클래식),피자류,129,g,371,17,0,0
595,케미콤보(바삭한 크런치),피자류,129,g,306,16,0,0
596,폭폭치즈L(쫄깃한 클래식),피자류,158,g,413,21,0,0
597,폭폭치즈L(바삭한 크런치),피자류,121,g,372,18,0,0
598,얌얌페페로니L(쫄깃한 클래식),피자류,140,g,343,16,0,0
599,얌얌페페로니L(바삭한 크런치),피자류,106,g,343,15,0,0
600,씨푸드아일랜드 노엣지 R,피자류,106,g,265,14,0,0
601,씨푸드아일랜드 해쉬브라운R,피자류,121,g,311,15,0,0
602,씨푸드아일랜드 골드R,피자류,120,g,300,15,0,0
603,씨푸드아일랜드 크림치즈R,피자류,123,g,309,14,0,0
604,씨푸드아일랜드 에그타르트R,피자류,120,g,306,14,0,0
605,씨푸드아일랜드 치즈캡 R,피자류,118,g,297,16,0,0
606,씨푸드아일랜드 노엣지 L,피자류,133,g,341,16,0,0
607,씨푸드아일랜드 해쉬브라운 L,피자류,151,g,396,17,0,0
608,씨푸드아일랜드 골드L,피자류,149,g,383,18,0,0
609,씨푸드아일랜드 크림치즈 L,피자류,154,g,394,17,0,0
610,씨푸드아일랜드 에그타르트 L,피자류,149,g,390,17,0,0
611,씨푸드아일랜드 치즈캡 L,피자류,145,g,374,19,0,0
612,제주흑도새기 노엣지 R,피자류,195,g,454,34,0,0
613,제주흑도새기 해쉬브라운R,피자류,113,g,273,18,0,0
614,제주흑도새기 골드R,피자류,111,g,262,19,0,0
615,제주흑도새기 크림치즈R,피자류,115,g,271,18,0,0
616,제주흑도새기 에그타르트R,피자류,111,g,268,18,0,0
617,제주흑도새기 치즈캡 R,피자류,109,g,259,20,0,0
618,제주흑도새기 노엣지 L,피자류,126,g,296,18,0,0
619,제주흑도새기 해쉬브라운 L,피자류,145,g,352,19,0,0
620,제주흑도새기 골드L,피자류,143,g,339,20,0,0
621,제주흑도새기 크림치즈 L,피자류,147,g,350,19,0,0
622,제주흑도새기 에그타르트 L,피자류,143,g,346,18,0,0
623,제주흑도새기 치즈캡 L,피자류,139,g,329,21,0,0
624,치즈블라썸 스테이크 노엣지 R,피자류,193,g,510,31,0,0
625,치즈블라썸 스테이크 해쉬브라운R,피자류,112,g,301,17,0,0
626,치즈블라썸 스테이크 골드R,피자류,110,g,289,17,0,0
627,치즈블라썸 스테이크 크림치즈R,피자류,113,g,299,17,0,0
628,치즈블라썸 스테이크 에그타르트R,피자류,110,g,296,16,0,0
629,치즈블라썸 스테이크 치즈캡 R,피자류,113,g,262,16,0,0
630,치즈블라썸 스테이크 노엣지 L,피자류,122,g,321,18,0,0
631,치즈블라썸 스테이크 해쉬브라운 L,피자류,140,g,377,19,0,0
632,치즈블라썸 스테이크 골드L,피자류,134,g,364,20,0,0
633,치즈블라썸 스테이크 크림치즈 L,피자류,138,g,375,19,0,0
634,치즈블라썸 스테이크 에그타르트 L,피자류,134,g,371,18,0,0
635,치즈블라썸 스테이크 치즈캡 L,피자류,130,g,354,21,0,0
636,새우천왕 노엣지(오리진)R,피자류,176,g,435,22,0,0
637,새우천왕 치즈캡R,피자류,200,g,499,27,0,0
638,새우천왕 해쉬브라운R,피자류,103,g,233,12,0,0
639,새우천왕 에그타르트R,피자류,102,g,231,11,0,0
640,새우천왕 골드R,피자류,102,g,231,12,0,0
641,새우천왕 크림치즈R,피자류,105,g,234,12,0,0
642,새우천왕 노엣지(오리진)L,피자류,111,g,278,14,0,0
643,새우천왕 치즈캡L,피자류,123,g,311,16,0,0
644,새우천왕 해쉬브라운L,피자류,129,g,334,15,0,0
645,새우천왕 에그타르트L,피자류,128,g,327,14,0,0
646,새우천왕 골드L,피자류,128,g,320,15,0,0
647,새우천왕 크림치즈L,피자류,132,g,332,15,0,0
648,치우천왕 오리진R,피자류,178,g,450,22,0,0
649,치우천왕 치즈캡R,피자류,179,g,454,29,0,0
650,치우천왕 해쉬브라운R,피자류,185,g,481,25,0,0
651,치우천왕 에그타르트R,피자류,182,g,472,24,0,0
652,치우천왕 골드R,피자류,182,g,459,26,0,0
653,치우천왕 크림치즈R,피자류,189,g,477,25,0,0
654,치우천왕 노엣지L,피자류,104,g,265,14,0,0
655,치우천왕 치즈캡L,피자류,116,g,298,17,0,0
656,치우천왕 해쉬브라운L,피자류,122,g,321,15,0,0
657,치우천왕 에그타르트L,피자류,120,g,314,15,0,0
658,치우천왕 골드L,피자류,120,g,307,16,0,0
659,치우천왕 크림치즈L,피자류,125,g,319,15,0,0
660,트레비앙 해쉬브라운R,피자류,188,g,523,21,0,0
661,트레비앙 에그타르트R,피자류,184,g,514,20,0,0
662,트레비앙 오리진R,피자류,157,g,431,19,0,0
663,트레비앙 골드R,피자류,184,g,500,21,0,0
664,트레비앙 크림치즈R,피자류,191,g,519,20,0,0
665,트레비앙 치즈캡R,피자류,181,g,495,24,0,0
666,트레비앙 해쉬브라운L,피자류,126,g,348,15,0,0
667,트레비앙 에그타르트L,피자류,124,g,342,14,0,0
668,트레비앙 오리진L,피자류,108,g,292,13,0,0
669,트레비앙 골드L,피자류,124,g,335,15,0,0
670,트레비앙 크림치즈L,피자류,129,g,346,14,0,0
671,트레비앙 치즈캡L,피자류,120,g,325,16,0,0
672,러블리피스 해쉬브라운R,피자류,197,g,510,24,0,0
673,러블리피스 에그타르트R,피자류,193,g,501,23,0,0
674,러블리피스 오리진R,피자류,166,g,419,21,0,0
675,러블리피스 골드R,피자류,193,g,488,24,0,0
676,러블리피스 크림치즈R,피자류,100,g,253,12,0,0
677,러블리피스 치즈캡R,피자류,190,g,483,27,0,0
678,러블리피스 해쉬브라운L,피자류,119,g,308,13,0,0
679,러블리피스 에그타르트L,피자류,117,g,302,13,0,0
680,러블리피스 오리진L,피자류,101,g,253,12,0,0
681,러블리피스 골드L,피자류,117,g,295,14,0,0
682,러블리피스 크림치즈L,피자류,121,g,306,13,0,0
683,러블리피스 치즈캡L,피자류,113,g,286,15,0,0
684,스윗피스 해쉬브라운R,피자류,185,g,549,17,0,0
685,스윗피스 에그타르트R,피자류,182,g,540,16,0,0
686,스윗피스 오리진R,피자류,155,g,458,15,0,0
687,스윗피스 골드R,피자류,182,g,527,18,0,0
688,스윗피스 크림치즈R,피자류,189,g,545,17,0,0
689,스윗피스 치즈캡R,피자류,179,g,522,21,0,0
690,스윗피스 해쉬브라운L,피자류,123,g,376,11,0,0
691,스윗피스 에그타르트L,피자류,121,g,370,11,0,0
692,스윗피스 오리진L,피자류,105,g,320,10,0,0
693,스윗피스 골드L,피자류,121,g,363,12,0,0
694,스윗피스 크림치즈L,피자류,125,g,374,11,0,0
695,스윗피스 치즈캡L,피자류,117,g,353,13,0,0
696,로맨틱콤보 해쉬브라운R,피자류,191,g,530,20,0,0
697,로맨틱콤보 에그타르트R,피자류,188,g,521,19,0,0
698,로맨틱콤보 오리진R,피자류,160,g,438,18,0,0
699,로맨틱콤보 골드R,피자류,188,g,507,21,0,0
700,로맨틱콤보 크림치즈R,피자류,195,g,526,20,0,0
701,로맨틱콤보 치즈캡R,피자류,184,g,502,24,0,0
702,로맨틱콤보 해쉬브라운L,피자류,121,g,342,12,0,0
703,로맨틱콤보 에그타르트L,피자류,119,g,336,12,0,0
704,로맨틱콤보 오리진L,피자류,103,g,287,11,0,0
705,로맨틱콤보 골드L,피자류,119,g,329,13,0,0
